46.0,53.5,42.5,55.88
47.0,40.95,46.25,38.83
46.25,38.83,42.5,38.31
17.0,-55.23,16.5,-46.71
28.25,-46.3,16.5,-46.71
16.5,-46.71,6.5,-43.66
22.0,-43.31,6.5,-43.66
2.25,-45.73,6.5,-43.66
16.5,-46.71,22.75,-49.06
16.5,-46.71,22.0,-43.31
6.5,-43.66,17.0,-55.23
6.5,-43.66,6.5,-42.3
22.75,-49.06,28.25,-46.3
6.5,-42.3,2.25,-45.73
102.0,-61.93,87.25,-56.15
87.25,-56.15,86.75,-51.06
344.25,-29.61,340.0,-27.03
340.0,-27.03,330.0,-28.45
330.0,-28.45,326.75,-30.88
326.75,-30.88,332.5,-32.53
332.5,-32.53,337.75,-32.33
337.75,-32.33,343.75,-32.53
15.5,31.8,18.25,24.58
19.75,27.25,18.25,24.58
15.5,31.8,19.75,27.25
18.25,24.58,22.75,15.33
22.75,15.33,26.25,9.15
26.25,9.15,30.5,2.75
30.5,2.75,28.25,3.18
28.25,3.18,25.25,5.48
25.25,5.48,22.5,6.13
22.5,6.13,15.5,7.88
15.5,7.88,12.0,7.28
12.0,7.28,5.0,8.18
5.0,8.18,359.75,6.85
359.75,6.85,354.75,5.61
351.75,6.36,354.75,5.61
354.75,5.61,355.5,1.76
355.5,1.76,351.5,1.25
351.5,1.25,349.25,3.26
349.25,3.26,351.75,6.36
121.75,-24.3,117.25,-24.9
117.25,-24.9,109.25,-37.08
99.25,-43.18,102.25,-50.6
102.25,-50.6,112.25,-43.3
120.75,-40.0,121.75,-24.3
130.0,-35.3,130.75,-33.18
130.75,-33.18,132.5,-27.7
63.5,-62.46,64.0,-59.3
64.0,-59.3,59.5,-61.4
59.5,-61.4,56.0,-64.8
56.0,-64.8,63.5,-62.46
353.0,-37.81,14.5,-29.35
14.5,-29.35,349.5,-32.51
349.5,-32.51,353.0,-37.81
263.25,-37.1,265.5,-39.01
265.5,-39.01,266.75,-40.11
266.75,-40.11,264.25,-42.98
264.25,-42.98,258.0,-43.23
258.0,-43.23,253.25,-42.35
253.25,-42.35,252.75,-38.03
252.75,-38.03,252.5,-34.28
252.5,-34.28,248.75,-28.2
248.75,-28.2,247.25,-26.41
247.25,-26.41,240.0,-22.61
240.0,-22.61,239.5,-26.1
240.0,-22.61,241.25,-19.8
281.75,-4.73,281.75,-5.7
281.75,-5.7,283.5,-15.6
283.5,-15.6,277.25,-14.55
277.25,-14.55,278.75,-8.23
278.75,-8.23,281.75,-4.73
237.25,-3.41,237.5,4.46
237.5,4.46,236.0,6.41
236.0,6.41,233.5,10.53
233.5,10.53,236.5,15.41
237.0,18.13,236.5,15.41
236.5,15.41,239.0,15.65
239.0,15.65,237.0,18.13
284.0,4.2,275.25,-2.88
275.25,-2.88,265.25,-12.86
265.25,-12.86,264.25,-15.38
264.25,-15.38,260.0,-12.83
157.5,-0.63,151.75,-0.36
295.25,17.46,296.75,18.53
296.75,18.53,295.0,18.0
296.75,18.53,299.5,19.48
299.5,19.48,301.25,19.98
275.0,-29.81,276.75,-25.41
281.25,-26.98,276.75,-25.41
275.0,-29.81,276.0,-34.38
274.25,-36.75,276.0,-34.38
276.0,-34.38,271.25,-30.41
276.0,-34.38,285.5,-29.86
271.25,-30.41,266.75,-27.81
271.25,-30.41,275.0,-29.81
281.25,-26.98,275.0,-29.81
285.5,-29.86,281.25,-26.98
283.75,-26.28,281.25,-26.98
285.5,-29.86,286.5,-27.66
276.75,-25.41,273.25,-21.05
286.5,-27.66,283.75,-26.28
286.5,-27.66,294.0,-24.71
283.75,-26.28,284.25,-21.1
284.25,-21.1,286.0,-21.73
286.0,-21.73,289.25,-18.95
289.25,-18.95,290.25,-17.83
294.0,-24.71,300.5,-27.7
300.5,-27.7,299.75,-35.26
299.75,-35.26,298.75,-41.86
298.75,-41.86,290.75,-40.6
298.75,-41.86,290.75,-44.78
70.5,22.95,67.0,19.16
68.75,16.5,67.0,19.16
68.75,16.5,84.25,21.13
68.75,16.5,67.0,15.86
64.75,15.61,65.5,17.53
66.25,17.91,65.5,17.53
64.75,15.61,60.0,12.48
